,season,year,week,age_0_4,age_5_24,age_25_49,age_25_64,age_50_64,age_65,ilitotal,total_patients,num_of_providers,unweighted_ili,weighted_ili,Date,Open,High,Low,Close,Adj Close,Volume
0,2008-09,2009,1,3245,2548,,2606.0,,557,8956,579428,1539,0.015456600000000001,0.0147138,2009-01-08,1590.25,1617.01001,1584.280029,1617.01001,1617.01001,1968160000
1,2008-09,2009,2,3142,3345,,2329.0,,473,9289,565631,1512,0.0164224,0.0161555,2009-01-15,1489.459961,1521.579956,1456.719971,1511.839966,1511.839966,2507870000
2,2008-09,2009,3,3602,4597,,2821.0,,436,11456,582932,1566,0.0196524,0.0195333,2009-01-22,1470.849976,1492.469971,1444.079956,1465.48999,1465.48999,2286190000
3,2008-09,2009,4,4039,6602,,3215.0,,468,14324,611176,1554,0.0234368,0.024290700000000002,2009-01-29,1537.469971,1537.839966,1505.699951,1507.839966,1507.839966,1932100000
4,2008-09,2009,5,4606,8882,,4240.0,,540,18268,638613,1580,0.0286057,0.029668599999999996,2009-02-05,1498.589966,1554.369995,1495.52002,1546.23999,1546.23999,2511750000
5,2008-09,2009,6,5064,11215,,4636.0,,752,21667,648304,1569,0.033421,0.03573540000000001,2009-02-12,1510.170044,1542.51001,1495.339966,1541.709961,1541.709961,2428250000
6,2008-09,2009,7,4848,9851,,4685.0,,638,20022,624583,1543,0.0320566,0.0336653,2009-02-19,1478.550049,1485.140015,1442.530029,1442.819946,1442.819946,1991000000
7,2008-09,2009,8,4694,10092,,5007.0,,657,20450,659573,1544,0.031004900000000002,0.032962,2009-02-26,1436.849976,1444.829956,1391.469971,1391.469971,1391.469971,2301990000
8,2008-09,2009,9,4420,9116,,4272.0,,633,18441,623389,1534,0.0295819,0.031722700000000006,2009-03-05,1332.380005,1342.859985,1298.329956,1299.589966,1299.589966,2325840000
9,2008-09,2009,10,4046,7446,,3601.0,,618,15711,637672,1524,0.024638099999999996,0.025804,2009-03-12,1367.780029,1427.550049,1355.050049,1426.099976,1426.099976,2392770000
10,2008-09,2009,11,3657,6036,,3002.0,,582,13277,605503,1494,0.0219272,0.0242922,2009-03-19,1509.060059,1509.060059,1475.48999,1483.47998,1483.47998,2323510000
11,2008-09,2009,12,3237,5052,,2661.0,,450,11400,608342,1470,0.018739500000000003,0.0199028,2009-03-26,1549.400024,1587.0,1545.209961,1587.0,1587.0,2535050000
12,2008-09,2009,13,2829,4283,,2158.0,,399,9669,586651,1440,0.016481700000000002,0.0172423,2009-04-02,1579.969971,1623.339966,1576.819946,1602.630005,1602.630005,2833600000
13,2008-09,2009,14,2577,3407,,2085.0,,391,8460,564460,1422,0.014987799999999999,0.016035499999999998,2009-04-09,1618.829956,1652.540039,1616.25,1652.540039,1652.540039,2165450000
14,2008-09,2009,15,2371,2761,,1727.0,,363,7222,558837,1415,0.0129233,0.0128418,2009-04-16,1645.52002,1676.170044,1628.079956,1670.439941,1670.439941,2390620000
15,2008-09,2009,16,2353,2855,,1743.0,,397,7348,577836,1445,0.012716400000000001,0.012931999999999999,2009-04-23,1651.469971,1654.849976,1625.880005,1652.209961,1652.209961,2463500000
16,2008-09,2009,17,4821,8043,,5093.0,,670,18627,624734,1405,0.0298159,0.0274012,2009-04-30,1732.469971,1753.609985,1710.069946,1717.300049,1717.300049,2871300000
17,2008-09,2009,18,3920,6221,,3875.0,,562,14578,598189,1422,0.024370199999999998,0.022239099999999998,2009-05-07,1772.0999760000002,1773.130005,1702.540039,1716.2399899999998,1716.2399899999998,3299360000
18,2008-09,2009,19,3236,5888,,3018.0,,412,12554,550300,1372,0.022813,0.0176657,2009-05-14,1672.47998,1701.219971,1667.939941,1689.209961,1689.209961,2162620000
19,2008-09,2009,20,4188,12026,,4136.0,,424,20774,544432,1331,0.038157199999999995,0.0192171,2009-05-21,1709.8299559999998,1719.5799559999998,1677.77002,1695.25,1695.25,2206610000
20,2008-09,2009,21,4496,12461,,4950.0,,487,22394,531526,1314,0.0421315,0.018611000000000003,2009-05-28,1744.22998,1754.949951,1714.47998,1751.790039,1751.790039,2189090000
21,2008-09,2009,22,3865,8615,,4213.0,,412,17105,538177,1305,0.0317832,0.0168423,2009-06-04,1829.839966,1850.040039,1825.619995,1850.02002,1850.02002,2468840000
22,2008-09,2009,23,3072,5660,,3276.0,,384,12392,493761,1296,0.0250972,0.017393000000000002,2009-06-11,1854.75,1879.9200440000002,1854.75,1862.369995,1862.369995,2463860000
23,2008-09,2009,24,2623,4740,,3084.0,,333,10780,521701,1280,0.0206632,0.018300099999999996,2009-06-18,1809.040039,1816.5999760000002,1795.7399899999998,1807.719971,1807.719971,2067830000
24,2008-09,2009,25,2299,3700,,2476.0,,326,8801,512268,1279,0.0171805,0.0158128,2009-06-25,1783.189941,1829.6700440000002,1779.180054,1829.540039,1829.540039,2227980000
25,2008-09,2009,26,2145,2893,,2023.0,,361,7422,475877,1237,0.015596500000000001,0.0149172,2009-07-02,1823.689941,1823.910034,1795.949951,1796.52002,1796.52002,1923070000
26,2008-09,2009,27,1701,2481,,1815.0,,293,6290,480680,1246,0.0130856,0.013890000000000001,2009-07-09,1756.969971,1763.630005,1747.439941,1752.550049,1752.550049,1868280000
27,2008-09,2009,28,1581,2437,,1708.0,,238,5964,502466,1248,0.0118695,0.0134702,2009-07-16,1856.050049,1887.890015,1854.699951,1885.030029,1885.030029,2072730000
28,2008-09,2009,29,1608,2285,,1611.0,,231,5735,503971,1248,0.0113796,0.011605599999999999,2009-07-23,1924.959961,1979.339966,1924.77002,1973.5999760000002,1973.5999760000002,3021430000
29,2008-09,2009,30,1519,2199,,1575.0,,294,5587,485804,1254,0.0115005,0.012085,2009-07-30,1986.209961,2009.810059,1980.0799559999998,1984.300049,1984.300049,2525670000
30,2008-09,2009,31,1651,2082,,1530.0,,263,5526,496666,1230,0.0111262,0.0115544,2009-08-06,1999.209961,2004.369995,1967.680054,1973.160034,1973.160034,2408400000
31,2008-09,2009,32,1645,2321,,1646.0,,265,5877,506019,1234,0.011614200000000002,0.011451799999999998,2009-08-13,2009.27002,2013.430054,1986.869995,2009.3499760000002,2009.3499760000002,2084370000
32,2008-09,2009,33,2167,4210,,2168.0,,396,8941,544827,1286,0.0164107,0.014663999999999998,2009-08-20,1967.569946,1992.219971,1965.689941,1989.219971,1989.219971,1958470000
33,2008-09,2009,34,2883,8253,,2977.0,,443,14556,588916,1320,0.0247166,0.0238017,2009-08-27,2021.310059,2029.27002,1993.030029,2027.72998,2027.72998,2140540000
34,2009-10,2009,35,3713,13114,,3982.0,,541,21350,573972,1358,0.0371969,0.0344681,2009-09-03,1975.8499760000002,1983.369995,1958.040039,1983.199951,1983.199951,1853450000
35,2009-10,2009,36,4087,13407,,4547.0,,520,22561,571201,1367,0.039497500000000005,0.0405315,2009-09-10,2059.47998,2084.02002,2055.48999,2084.02002,2084.02002,2451330000
36,2009-10,2009,37,4445,15326,,5668.0,,652,26091,638302,1380,0.0408756,0.0426621,2009-09-17,2129.419922,2140.600098,2118.5,2126.75,2126.75,2615780000
37,2009-10,2009,38,4462,14152,,5252.0,,588,24454,608464,1313,0.0401897,0.0421579,2009-09-24,2140.060059,2142.48999,2097.100098,2107.610107,2107.610107,2607280000
38,2009-10,2009,39,4974,16291,,6090.0,,564,27919,606458,1331,0.0460362,0.048861,2009-10-01,2111.77002,2112.899902,2057.47998,2057.47998,2057.47998,2708170000
39,2009-10,2009,40,9302,27406,8554.0,,,903,48420,855346,2056,0.0566087,0.0606923,2009-10-08,2124.689941,2139.649902,2116.060059,2123.929932,2123.929932,2366950000
40,2009-10,2009,41,11527,32585,10271.0,,,1013,58196,853912,2134,0.0681522,0.0709467,2009-10-15,2164.330078,2173.290039,2158.290039,2173.290039,2173.290039,2140090000
41,2009-10,2009,42,13187,39364,12399.0,,,1070,69068,906536,2162,0.07618889999999999,0.077151,2009-10-22,2146.719971,2169.169922,2130.699951,2165.290039,2165.290039,2265230000
42,2009-10,2009,43,13174,36860,12166.0,,,1128,66411,898860,2167,0.07388360000000001,0.0755134,2009-10-29,2077.040039,2101.330078,2071.300049,2097.550049,2097.550049,2301370000
43,2009-10,2009,44,12161,30860,10250.0,,,1074,57017,899425,2197,0.0633927,0.0667118,2009-11-05,2078.830078,2105.320068,2075.610107,2105.320068,2105.320068,2209690000
44,2009-10,2009,45,10151,21112,8174.0,,,978,42729,864348,2191,0.0494349,0.05206330000000001,2009-11-12,2166.97998,2179.189941,2145.830078,2149.02002,2149.02002,2212370000
45,2009-10,2009,46,8979,14652,6163.0,,,883,32520,853552,2157,0.0380996,0.040447699999999996,2009-11-19,2176.3701170000004,2176.51001,2141.590088,2156.820068,2156.820068,2208700000
46,2009-10,2009,48,7195,7988,4259.0,,,818,21730,814550,2122,0.026677299999999998,0.026902299999999997,2009-12-03,2190.419922,2203.75,2172.040039,2173.139893,2173.139893,2001660000
47,2009-10,2009,49,6490,7218,3588.0,,,715,19325,781811,2093,0.0247183,0.024711900000000002,2009-12-10,2194.899902,2202.840088,2187.080078,2190.860107,2190.860107,1946370000
48,2009-10,2009,50,6275,5785,3249.0,,,659,17081,728401,2014,0.02345,0.0244773,2009-12-17,2193.5,2198.51001,2178.050049,2180.050049,2180.050049,1904840000
49,2009-10,2009,51,6078,4127,2677.0,,,644,14575,536961,1934,0.0271435,0.0264594,2009-12-24,2273.949951,2285.889893,2273.399902,2285.689941,2285.689941,632650000
50,2009-10,2009,52,6598,3726,3202.0,,,803,15613,583299,1937,0.026766700000000004,0.0261567,2009-12-31,2292.919922,2293.590088,2269.110107,2269.149902,2269.149902,1237820000
51,2009-10,2010,1,4998,3961,3333.0,,,763,14299,721138,1996,0.019828400000000003,0.019071200000000003,2010-01-08,2292.23999,2317.600098,2290.610107,2317.169922,2317.169922,2145390000
52,2009-10,2010,2,4877,4614,2793.0,,,622,14088,770895,2016,0.018274900000000004,0.0186738,2010-01-15,2316.97998,2322.540039,2279.199951,2287.98999,2287.98999,2637770000
53,2009-10,2010,3,5399,5079,2693.0,,,578,14757,766177,2053,0.0192606,0.0188072,2010-01-22,2255.76001,2262.27002,2200.3701170000004,2205.290039,2205.290039,2817620000
54,2009-10,2010,4,5333,5655,2560.0,,,528,15122,785580,2026,0.0192495,0.019690799999999998,2010-01-29,2198.26001,2202.840088,2140.340088,2147.350098,2147.350098,3090580000
55,2009-10,2010,5,5816,6142,2581.0,,,550,16037,767773,1996,0.020887700000000002,0.0211387,2010-02-05,2131.919922,2142.27002,2100.169922,2141.1201170000004,2141.1201170000004,2811100000
56,2009-10,2010,6,5496,5577,2644.0,,,658,15381,756068,1977,0.0203434,0.0209695,2010-02-12,2157.689941,2184.570068,2151.98999,2183.530029,2183.530029,2236180000
57,2009-10,2010,7,5388,5536,2649.0,,,498,15065,762208,1954,0.0197649,0.019029400000000002,2010-02-19,2233.330078,2249.800049,2228.929932,2243.8701170000004,2243.8701170000004,2166660000
58,2009-10,2010,8,5040,6207,2943.0,,,679,16087,806925,1990,0.0199362,0.0196951,2010-02-26,2234.439941,2242.830078,2222.22998,2238.26001,2238.26001,2283430000
59,2009-10,2010,9,4281,5685,2763.0,,,672,14486,781411,1953,0.018538299999999997,0.0192331,2010-03-05,2304.01001,2327.030029,2301.100098,2326.350098,2326.350098,2411880000
60,2009-10,2010,10,4612,5270,2660.0,,,700,14354,768702,1946,0.018673,0.0189659,2010-03-12,2376.070068,2376.280029,2358.080078,2367.659912,2367.659912,2098780000
61,2009-10,2010,11,4063,4466,2468.0,,,628,12601,741293,1933,0.0169987,0.017518099999999998,2010-03-19,2391.199951,2396.919922,2364.530029,2374.409912,2374.409912,3055760000
62,2009-10,2010,12,3625,4108,2097.0,,,534,11191,747358,1917,0.0149741,0.015263200000000001,2010-03-26,2406.72998,2412.919922,2384.689941,2395.1298829999996,2395.1298829999996,2367930000
63,2009-10,2010,14,3090,2933,1718.0,,,428,8813,730068,1850,0.0120715,0.012231299999999999,2010-04-09,2441.310059,2454.1201170000004,2432.929932,2454.050049,2454.050049,2215530000
64,2009-10,2010,15,3117,3110,1572.0,,,404,8801,749563,1831,0.0117415,0.011775399999999998,2010-04-16,2505.3798829999996,2510.060059,2467.679932,2481.26001,2481.26001,2960950000
65,2009-10,2010,16,2921,3044,1461.0,,,414,8362,719580,1765,0.011620700000000001,0.010911200000000001,2010-04-23,2514.850098,2530.149902,2507.600098,2530.149902,2530.149902,2517010000
66,2009-10,2010,17,3081,2972,1435.0,,,395,8440,720054,1755,0.011721299999999999,0.0111958,2010-04-30,2509.98999,2514.3701170000004,2461.090088,2461.189941,2461.189941,2841130000
67,2009-10,2010,18,2781,2901,1385.0,,,365,7914,705551,1710,0.011216799999999999,0.010816899999999999,2010-05-07,2308.709961,2330.649902,2228.060059,2265.639893,2265.639893,4227720000
68,2009-10,2010,19,2851,2645,1363.0,,,347,7697,669414,1664,0.0114981,0.011249700000000001,2010-05-14,2373.8798829999996,2374.530029,2323.6298829999996,2346.850098,2346.850098,2653020000
69,2009-10,2010,20,2816,2553,1364.0,,,372,7603,670887,1624,0.011332799999999999,0.010619700000000001,2010-05-21,2169.580078,2243.0,2165.790039,2229.040039,2229.040039,3389670000
70,2009-10,2010,21,2636,2188,1235.0,,,349,6853,633532,1497,0.010817100000000001,0.010890899999999998,2010-05-28,2275.189941,2277.100098,2241.52002,2257.040039,2257.040039,2165590000
71,2009-10,2010,22,2413,2172,1212.0,,,335,6595,549773,1421,0.0119959,0.011776,2010-06-04,2257.050049,2278.580078,2212.300049,2219.169922,2219.169922,2342480000
72,2009-10,2010,23,2147,1831,1081.0,,,322,5755,604004,1435,0.00952808,0.009749299999999999,2010-06-11,2199.399902,2243.600098,2196.909912,2243.600098,2243.600098,1877120000
73,2009-10,2010,24,1975,1784,978.0,,,240,5316,580329,1405,0.00916032,0.00987132,2010-06-18,2308.939941,2321.98999,2301.47998,2309.800049,2309.800049,2037230000
74,2009-10,2010,25,2027,1779,882.0,,,249,5334,575664,1384,0.00926582,0.00995991,2010-06-25,2224.72998,2240.8798829999996,2205.919922,2223.47998,2223.47998,3540350000
75,2009-10,2010,26,1754,1541,862.0,,,238,4718,542536,1347,0.008696200000000001,0.00904726,2010-07-02,2105.5,2110.659912,2077.709961,2091.790039,2091.790039,1672320000
76,2009-10,2010,27,1753,1566,816.0,,,222,4691,519414,1353,0.00903133,0.00941927,2010-07-09,2174.199951,2196.949951,2170.76001,2196.449951,2196.449951,1592610000
77,2009-10,2010,28,1458,1450,819.0,,,209,4234,547187,1284,0.00773776,0.00880415,2010-07-16,2231.709961,2236.659912,2177.51001,2179.050049,2179.050049,2195150000
78,2009-10,2010,29,1323,1335,759.0,,,198,3950,531790,1265,0.00742774,0.00842615,2010-07-23,2234.340088,2269.469971,2227.5,2269.469971,2269.469971,2410600000
79,2009-10,2010,30,1290,1279,805.0,,,174,3850,526723,1250,0.00730934,0.00858382,2010-07-30,2227.290039,2264.810059,2218.610107,2254.699951,2254.699951,2138610000
80,2009-10,2010,31,1381,1357,839.0,,,209,4077,518121,1241,0.00786882,0.0083383,2010-08-06,2267.419922,2291.149902,2253.919922,2288.469971,2288.469971,1876630000
81,2009-10,2010,32,1378,1307,809.0,,,214,4008,525260,1212,0.00763051,0.00847437,2010-08-13,2183.090088,2190.27002,2173.47998,2173.47998,2173.47998,1605040000
82,2009-10,2010,33,1485,1592,883.0,,,198,4518,537190,1225,0.00841043,0.00888273,2010-08-20,2172.26001,2182.669922,2159.540039,2179.76001,2179.76001,1898500000
83,2009-10,2010,34,1520,1592,811.0,,,202,4420,558382,1235,0.00791573,0.00765372,2010-08-27,2134.159912,2154.98999,2099.290039,2153.6298829999996,2153.6298829999996,2134550000
84,2009-10,2010,35,1564,1866,1019.0,,,204,5007,548573,1170,0.00912732,0.0091858,2010-09-03,2227.959961,2235.570068,2213.560059,2233.75,2233.75,1647790000
85,2009-10,2010,36,1850,1959,1076.0,,,234,5493,531250,1198,0.0103398,0.0101432,2010-09-10,2239.080078,2246.600098,2229.1201170000004,2242.47998,2242.47998,1692470000
86,2009-10,2010,37,1720,2118,1061.0,,,253,5510,589930,1210,0.00934009,0.010123299999999998,2010-09-17,2318.419922,2320.3701170000004,2301.820068,2315.610107,2315.610107,2432480000
87,2009-10,2010,38,2134,2510,1291.0,,,326,6741,623077,1206,0.0108189,0.011180299999999999,2010-09-24,2356.26001,2381.219971,2353.5,2381.219971,2381.219971,1993380000
88,2009-10,2010,39,1995,2383,1269.0,,,294,6387,599366,1254,0.010656299999999999,0.011180599999999999,2010-10-01,2386.820068,2389.449951,2359.320068,2370.75,2370.75,1932650000
89,2010-11,2010,40,2627,3142,1677.0,,,400,8473,746485,1838,0.0113505,0.011093899999999999,2010-10-08,2384.76001,2406.669922,2370.530029,2401.909912,2401.909912,2000980000
90,2010-11,2010,41,2953,3522,1779.0,,,444,9347,746230,1875,0.0125256,0.0124341,2010-10-15,2461.699951,2468.77002,2438.030029,2468.77002,2468.77002,2232810000
91,2010-11,2010,42,3044,3641,1898.0,,,411,9684,777397,1907,0.012457,0.0125726,2010-10-22,2461.600098,2479.389893,2459.429932,2479.389893,2479.389893,1648180000
92,2010-11,2010,43,3226,3822,1754.0,,,420,9904,781234,1929,0.0126774,0.0125734,2010-10-29,2505.98999,2517.5,2505.860107,2507.409912,2507.409912,2068700000
93,2010-11,2010,44,3451,4397,1981.0,,,455,11020,766753,1947,0.0143723,0.014341399999999999,2010-11-05,2577.6298829999996,2582.179932,2568.780029,2578.97998,2578.97998,2092850000
94,2010-11,2010,45,3927,4679,1956.0,,,511,11807,769982,1940,0.015334100000000002,0.015183799999999999,2010-11-12,2540.469971,2552.23999,2506.399902,2518.209961,2518.209961,2191790000
95,2010-11,2010,46,4416,5322,2327.0,,,497,13336,787038,1921,0.016944499999999998,0.0161617,2010-11-19,2510.790039,2520.939941,2499.919922,2518.1201170000004,2518.1201170000004,1839670000
96,2010-11,2010,47,4598,4145,2043.0,,,550,12079,606527,1938,0.019915000000000002,0.018437799999999997,2010-11-26,2525.909912,2541.48999,2522.399902,2534.560059,2534.560059,623980000
97,2010-11,2010,48,5045,4978,2440.0,,,619,13997,772016,1964,0.0181305,0.017253499999999998,2010-12-03,2569.02002,2593.679932,2567.8798829999996,2591.459961,2591.459961,1810400000
98,2010-11,2010,49,5060,5867,2511.0,,,627,14958,742606,1936,0.0201426,0.0187923,2010-12-10,2623.280029,2639.409912,2615.419922,2637.540039,2637.540039,1736730000
99,2010-11,2010,50,6300,7194,2847.0,,,650,18022,704923,1916,0.025565900000000003,0.023371,2010-12-17,2643.350098,2651.350098,2637.080078,2642.969971,2642.969971,2421830000
100,2010-11,2010,52,7478,5764,4455.0,,,1068,20346,592880,1887,0.0343172,0.03136,2010-12-31,2660.580078,2662.389893,2649.040039,2652.8701170000004,2652.8701170000004,1026600000
